asset_type,symbol,exchange,country_code,currency,name,price,change,change_percent,volume,market_cap,data_status,day_high,day_low,open,previous_close,generated_at_utc
EQUITY,NWG,LSE,GB,GBP,NWG,22.2271218,-0.08393058,-0.3776,290833336.91,1286316828622.54,SYNTHETIC_MOCK_DATA,23.36747173,21.28888316,22.31105238,22.31105238,2026-09-17T12:53:49.327046+00:00
EQUITY,RR,LSE,GB,GBP,RR,3.98882422,0.1695775,4.2513,108584628.11,44247466718.64,SYNTHETIC_MOCK_DATA,4.07076145,3.84614211,3.81924672,3.81924672,2026-09-17T12:53:49.327061+00:00
EQUITY,BA,LSE,GB,GBP,BA,22.85274797,-0.60778902,-2.6596,75235532.92,748138020264.9,SYNTHETIC_MOCK_DATA,24.2075553,22.22889311,23.46053699,23.46053699,2026-09-17T12:53:49.327076+00:00
EQUITY,NG,LSE,GB,GBP,NG,16.98370393,0.82256673,4.8433,173114496.83,5800254612595.11,SYNTHETIC_MOCK_DATA,17.65302602,16.1461192,16.16113721,16.16113721,2026-09-17T12:53:49.327092+00:00
EQUITY,REL,LSE,GB,GBP,REL,2.74498584,-0.07673104,-2.7953,221632520.64,346100121343.04,SYNTHETIC_MOCK_DATA,2.83712525,2.66822915,2.82171688,2.82171688,2026-09-17T12:53:49.327133+00:00
EQUITY,CPG,LSE,GB,GBP,CPG,2.43147411,0.08888555,3.6556,208665888.74,565198846256.89,SYNTHETIC_MOCK_DATA,2.47130813,2.34132775,2.34258857,2.34258857,2026-09-17T12:53:49.327149+00:00
EQUITY,GLEN,LSE,GB,GBP,GLEN,23.32792744,-1.20810991,-5.1788,21472063.99,3916692720566.23,SYNTHETIC_MOCK_DATA,23.70109341,23.16750795,24.53603735,24.53603735,2026-09-17T12:53:49.327165+00:00
EQUITY,AAL,LSE,GB,GBP,AAL,18.57530695,-0.43018332,-2.3159,32445055.37,4220725822394.02,SYNTHETIC_MOCK_DATA,19.36197047,18.27847668,19.00549028,19.00549028,2026-09-17T12:53:49.327180+00:00
EQUITY,SAP,XETRA,DE,EUR,SAP SE,224.70572858,-2.25208529,-1.0022,281699917.87,13031667248038.66,SYNTHETIC_MOCK_DATA,229.97489162,222.44732579,226.95781387,226.95781387,2026-09-17T12:53:49.327197+00:00
EQUITY,SIE,XETRA,DE,EUR,Siemens AG,16.17787933,-0.02487349,-0.1538,41544620.87,1066190251749.33,SYNTHETIC_MOCK_DATA,16.92948478,15.63260706,16.20275282,16.20275282,2026-09-17T12:53:49.327213+00:00
EQUITY,DTE,XETRA,DE,EUR,DTE,2.14628493,-0.10401347,-4.8462,162128728.44,844656216692.75,SYNTHETIC_MOCK_DATA,2.23638848,2.04638192,2.2502984,2.2502984,2026-09-17T12:53:49.327229+00:00
EQUITY,ALV,XETRA,DE,EUR,ALV,7.90297538,-0.25067975,-3.172,145671154.22,2386349863397.33,SYNTHETIC_MOCK_DATA,8.19778212,7.79468177,8.15365513,8.15365513,2026-09-17T12:53:49.327244+00:00
EQUITY,AIR,XETRA,DE,EUR,Air New Zealand,29.15193699,-0.5162159,-1.7708,157753904.76,3438737020474.61,SYNTHETIC_MOCK_DATA,30.85850528,27.8906117,29.66815289,29.66815289,2026-09-17T12:53:49.327260+00:00
EQUITY,BMW,XETRA,DE,EUR,BMW,55.12223767,-2.93611612,-5.3266,260675107.56,18144985594677.94,SYNTHETIC_MOCK_DATA,57.5049087,53.72031559,58.05835379,58.05835379,2026-09-17T12:53:49.327276+00:00
EQUITY,MBG,XETRA,DE,EUR,MBG,27.14922828,-0.09367492,-0.345,137185738.4,3815030504311.01,SYNTHETIC_MOCK_DATA,28.62053473,26.74369807,27.24290319,27.24290319,2026-09-17T12:53:49.327291+00:00
EQUITY,VOW3,XETRA,DE,EUR,VOW3,2.81027124,0.07874864,2.8022,53312194.86,42608264291.96,SYNTHETIC_MOCK_DATA,2.95563827,2.76437628,2.7315226,2.7315226,2026-09-17T12:53:49.327307+00:00
EQUITY,BAS,XETRA,DE,EUR,BAS,219.14507836,-8.48179981,-3.8704,98780379.17,67681649070039.96,SYNTHETIC_MOCK_DATA,222.58838391,211.95343372,227.62687817,227.62687817,2026-09-17T12:53:49.327322+00:00
EQUITY,BAYN,XETRA,DE,EUR,BAYN,6.84295408,0.22384159,3.2711,142339272.2,1083116263886.29,SYNTHETIC_MOCK_DATA,7.09577989,6.6592959,6.61911249,6.61911249,2026-09-17T12:53:49.327337+00:00
EQUITY,MUV2,XETRA,DE,EUR,MUV2,26.52723239,-0.2600157,-0.9802,162630809.4,4359783743341.75,SYNTHETIC_MOCK_DATA,27.75439655,25.69226975,26.78724809,26.78724809,2026-09-17T12:53:49.327353+00:00
EQUITY,DBK,XETRA,DE,EUR,DBK,11.01518077,0.42477064,3.8562,28575903.55,1609437644809.53,SYNTHETIC_MOCK_DATA,11.59821085,10.73717491,10.59041012,10.59041012,2026-09-17T12:53:49.327368+00:00
EQUITY,DB1,XETRA,DE,EUR,DB1,232.22016286,-1.44256613,-0.6212,268181836.87,34458130786290.49,SYNTHETIC_MOCK_DATA,243.52294887,222.28057204,233.66272899,233.66272899,2026-09-17T12:53:49.327383+00:00
EQUITY,ADS,XETRA,DE,EUR,ADS,4.99389588,-0.1790022,-3.5844,38499823.0,1364906712422.76,SYNTHETIC_MOCK_DATA,5.2628379,4.7426233,5.17289808,5.17289808,2026-09-17T12:53:49.327399+00:00
EQUITY,IFX,XETRA,DE,EUR,IFX,29.63122027,0.99762728,3.3668,262366155.38,9646278710376.08,SYNTHETIC_MOCK_DATA,30.66282492,29.50362631,28.63359299,28.63359299,2026-09-17T12:53:49.327414+00:00
EQUITY,HEN3,XETRA,DE,EUR,HEN3,4.39209221,-0.0254584,-0.5796,26906214.8,136091802380.34,SYNTHETIC_MOCK_DATA,4.61594087,4.3347696,4.41755061,4.41755061,2026-09-17T12:53:49.327429+00:00
EQUITY,RWE,XETRA,DE,EUR,RWE,112.98339045,-1.23222035,-1.0906,163253128.8,6973270326971.7,SYNTHETIC_MOCK_DATA,119.2610363,110.73346412,114.21561079,114.21561079,2026-09-17T12:53:49.327444+00:00
EQUITY,VNA,XETRA,DE,EUR,VNA,136.49087545,-1.15909548,-0.8492,194752812.97,19364743306738.7,SYNTHETIC_MOCK_DATA,139.87258348,134.38722517,137.64997093,137.64997093,2026-09-17T12:53:49.327460+00:00
EQUITY,LIN,XETRA,DE,EUR,LIN,24.79622418,0.93423941,3.7677,141665333.8,4817111708645.67,SYNTHETIC_MOCK_DATA,24.91960225,23.9787061,23.86198477,23.86198477,2026-09-17T12:53:49.327476+00:00
EQUITY,BEI,XETRA,DE,EUR,BEI,6.54067416,0.17781178,2.7186,227871128.7,1127645680877.23,SYNTHETIC_MOCK_DATA,6.88531668,6.3084542,6.36286238,6.36286238,2026-09-17T12:53:49.327491+00:00
EQUITY,OR,EURONEXT,EU,EUR,L'Oréal,8.32783365,-0.46931471,-5.6355,174321305.88,605598739447.76,SYNTHETIC_MOCK_DATA,8.38925505,8.24211799,8.79714836,8.79714836,2026-09-17T12:53:49.327507+00:00
EQUITY,MC,EURONEXT,EU,EUR,LVMH,33.1418007,1.65418418,4.9912,147154691.84,4167864216332.58,SYNTHETIC_MOCK_DATA,34.9235969,31.88274004,31.48761652,31.48761652,2026-09-17T12:53:49.327523+00:00
EQUITY,TTE,EURONEXT,EU,EUR,TTE,81.63647531,-3.97988264,-4.8751,188981274.38,29299012481523.71,SYNTHETIC_MOCK_DATA,83.04085096,80.56709228,85.61635795,85.61635795,2026-09-17T12:53:49.327540+00:00
EQUITY,SAN,EURONEXT,EU,EUR,Sanofi,3.32175422,-0.12074475,-3.635,216286167.71,503121665447.85,SYNTHETIC_MOCK_DATA,3.38769853,3.22063075,3.44249898,3.44249898,2026-09-17T12:53:49.327590+00:00
EQUITY,BNP,EURONEXT,EU,EUR,BNP,235.3770744,0.23384232,0.0993,45459538.58,13475594431897.01,SYNTHETIC_MOCK_DATA,248.71600107,234.44759251,235.14323208,235.14323208,2026-09-17T12:53:49.327607+00:00
EQUITY,AIR,EURONEXT,EU,EUR,Air New Zealand,3.2041743,-0.01949642,-0.6085,168588598.82,301387175983.8,SYNTHETIC_MOCK_DATA,3.32562625,3.06998587,3.22367072,3.22367072,2026-09-17T12:53:49.327622+00:00
EQUITY,SU,EURONEXT,EU,EUR,SU,41.64034351,-1.72352201,-4.1391,183942246.32,10538158105468.32,SYNTHETIC_MOCK_DATA,43.61830873,41.07447115,43.36386552,43.36386552,2026-09-17T12:53:49.327638+00:00
EQUITY,AI,EURONEXT,EU,EUR,AI,34.45072152,-0.45811318,-1.3298,53615099.92,11138703546831.58,SYNTHETIC_MOCK_DATA,35.2672187,33.12719208,34.9088347,34.9088347,2026-09-17T12:53:49.327653+00:00
EQUITY,DG,EURONEXT,EU,EUR,DG,21.76609146,1.21042189,5.561,200955432.87,823525631169.9,SYNTHETIC_MOCK_DATA,22.40724155,21.60951046,20.55566956,20.55566956,2026-09-17T12:53:49.327668+00:00
EQUITY,CS,EURONEXT,EU,EUR,CS,42.38559528,-0.8924855,-2.1056,206816543.38,2606631538276.33,SYNTHETIC_MOCK_DATA,44.20946738,41.46117691,43.27808077,43.27808077,2026-09-17T12:53:49.327683+00:00
EQUITY,EL,EURONEXT,EU,EUR,EL,61.10446576,0.93010764,1.5222,179437937.32,24348703697300.26,SYNTHETIC_MOCK_DATA,61.45624075,58.55980493,60.17435812,60.17435812,2026-09-17T12:53:49.327699+00:00
EQUITY,RI,EURONEXT,EU,EUR,RI,46.45536769,-2.52482891,-5.435,235187678.09,1617939816070.52,SYNTHETIC_MOCK_DATA,48.90671079,45.84624451,48.9801966,48.9801966,2026-09-17T12:53:49.327714+00:00
EQUITY,VIV,EURONEXT,EU,EUR,VIV,17.4790079,-0.82559231,-4.7233,147094277.45,1281184269837.8,SYNTHETIC_MOCK_DATA,17.7380928,16.90278908,18.30460021,18.30460021,2026-09-17T12:53:49.327730+00:00
EQUITY,ORA,EURONEXT,EU,EUR,ORA,51.68345858,-0.18235666,-0.3528,215828282.26,13682811714492.67,SYNTHETIC_MOCK_DATA,52.6476373,49.38880327,51.86581524,51.86581524,2026-09-17T12:53:49.327747+00:00
EQUITY,EN,EURONEXT,EU,EUR,EN,64.45715416,3.26382995,5.0636,250375607.61,23871912703905.79,SYNTHETIC_MOCK_DATA,66.83544903,61.71414719,61.19332421,61.19332421,2026-09-17T12:53:49.327762+00:00
EQUITY,BN,EURONEXT,EU,EUR,BN,2.86779966,-0.01985637,-0.6924,258695704.51,1104449157591.96,SYNTHETIC_MOCK_DATA,2.97366006,2.77575911,2.88765603,2.88765603,2026-09-17T12:53:49.327777+00:00
EQUITY,KER,EURONEXT,EU,EUR,KER,178.01842892,3.81704334,2.1442,249844739.94,70799834152597.94,SYNTHETIC_MOCK_DATA,186.19716627,167.73326065,174.20138557,174.20138557,2026-09-17T12:53:49.327792+00:00
EQUITY,CAP,EURONEXT,EU,EUR,CAP,16.26147454,-0.1721206,-1.0585,51970821.59,268566995867.2,SYNTHETIC_MOCK_DATA,16.53971924,15.80473594,16.43359514,16.43359514,2026-09-17T12:53:49.327807+00:00
EQUITY,SAF,EURONEXT,EU,EUR,SAF,13.09093293,0.13963384,1.0666,5351030.03,4151021297549.24,SYNTHETIC_MOCK_DATA,13.3587775,13.01089697,12.95129908,12.95129908,2026-09-17T12:53:49.327822+00:00
EQUITY,STM,EURONEXT,EU,EUR,STM,201.64738684,11.84991222,5.8766,153294687.43,7394303460427.54,SYNTHETIC_MOCK_DATA,202.96297108,197.60794023,189.79747463,189.79747463,2026-09-17T12:53:49.327838+00:00
EQUITY,NESN,SIX,CH,CHF,NESN,291.27169526,-4.31465203,-1.4813,287400964.36,11427846267565.62,SYNTHETIC_MOCK_DATA,305.69091259,284.31791411,295.58634728,295.58634728,2026-09-17T12:53:49.327854+00:00
EQUITY,NOVN,SIX,CH,CHF,Novartis,241.70129852,-8.91052511,-3.6866,249082200.62,81954619703278.25,SYNTHETIC_MOCK_DATA,250.67034578,235.28352708,250.61182363,250.61182363,2026-09-17T12:53:49.327869+00:00
EQUITY,ROG,SIX,CH,CHF,Roche,191.50064667,7.31482348,3.8197,77960023.61,54866304489300.23,SYNTHETIC_MOCK_DATA,192.11470747,185.15381805,184.18582319,184.18582319,2026-09-17T12:53:49.327885+00:00
EQUITY,UBSG,SIX,CH,CHF,UBSG,164.47592665,3.85876291,2.3461,130012648.13,21210748413247.43,SYNTHETIC_MOCK_DATA,172.48269555,161.86181188,160.61716374,160.61716374,2026-09-17T12:53:49.327901+00:00
EQUITY,ZURN,SIX,CH,CHF,ZURN,17.1526626,-0.45741925,-2.6668,156293505.21,5813691828770.68,SYNTHETIC_MOCK_DATA,17.5603708,16.23711386,17.61008186,17.61008186,2026-09-17T12:53:49.327916+00:00
EQUITY,ABBN,SIX,CH,CHF,ABBN,10.07864945,-0.47634922,-4.7263,138691214.9,1826314583622.63,SYNTHETIC_MOCK_DATA,10.55663193,9.50535785,10.55499867,10.55499867,2026-09-17T12:53:49.327932+00:00
EQUITY,CFR,SIX,CH,CHF,CFR,528.27063548,30.50147609,5.7738,234098949.63,12499909058145.6,SYNTHETIC_MOCK_DATA,542.89726512,516.09068359,497.76915939,497.76915939,2026-09-17T12:53:49.327947+00:00
EQUITY,SIKA,SIX,CH,CHF,SIKA,167.81270599,9.90769754,5.904,158794702.93,66026716676339.27,SYNTHETIC_MOCK_DATA,168.32679674,164.43937561,157.90500845,157.90500845,2026-09-17T12:53:49.327962+00:00
EQUITY,LONN,SIX,CH,CHF,LONN,75.46873216,-3.17690886,-4.2096,31120136.94,22994511309659.43,SYNTHETIC_MOCK_DATA,79.83482671,73.79570013,78.64564102,78.64564102,2026-09-17T12:53:49.327977+00:00
EQUITY,GIVN,SIX,CH,CHF,GIVN,155.58890421,0.68257655,0.4387,94814797.87,56256732599545.41,SYNTHETIC_MOCK_DATA,159.79276356,154.20151994,154.90632766,154.90632766,2026-09-17T12:53:49.327993+00:00
EQUITY,HOLN,SIX,CH,CHF,HOLN,85.93604503,3.19496793,3.7178,245241299.23,21006643410561.96,SYNTHETIC_MOCK_DATA,88.65768288,82.38952,82.74107709,82.74107709,2026-09-17T12:53:49.328008+00:00
EQUITY,GEBN,SIX,CH,CHF,GEBN,202.95305845,-11.54812326,-5.69,199259228.89,50784603993657.77,SYNTHETIC_MOCK_DATA,206.30070106,198.16150611,214.5011817,214.5011817,2026-09-17T12:53:49.328023+00:00
EQUITY,SCMN,SIX,CH,CHF,SCMN,660.67130211,10.72768041,1.6238,89650658.38,148419838596813.88,SYNTHETIC_MOCK_DATA,674.85805029,624.771948,649.9436217,649.9436217,2026-09-17T12:53:49.328039+00:00
EQUITY,SLHN,SIX,CH,CHF,SLHN,18.15215707,0.60863577,3.353,197575216.23,6060386575348.26,SYNTHETIC_MOCK_DATA,18.86579751,17.80745525,17.54352129,17.54352129,2026-09-17T12:53:49.328053+00:00
EQUITY,LOGN,SIX,CH,CHF,LOGN,16.46863622,-0.33809348,-2.053,225602208.65,380969737544.76,SYNTHETIC_MOCK_DATA,16.91261274,16.16804341,16.8067297,16.8067297,2026-09-17T12:53:49.328068+00:00
EQUITY,IBE,BME,ES,EUR,Iberdrola,32.80102455,-0.14638424,-0.4463,1185315.07,465001107155.73,SYNTHETIC_MOCK_DATA,34.34572656,31.31477589,32.94740879,32.94740879,2026-09-17T12:53:49.328083+00:00
EQUITY,ITX,BME,ES,EUR,Inditex,47.83248636,1.62902649,3.4057,33929148.73,15019832065734.09,SYNTHETIC_MOCK_DATA,49.21942695,44.99482536,46.20345987,46.20345987,2026-09-17T12:53:49.328112+00:00
EQUITY,SAN,BME,ES,EUR,Sanofi,14.01449578,0.01276141,0.0911,172664154.67,290396699834.87,SYNTHETIC_MOCK_DATA,14.80074259,13.35967938,14.00173437,14.00173437,2026-09-17T12:53:49.328130+00:00
EQUITY,BBVA,BME,ES,EUR,BBVA,4.92099539,0.02422244,0.4922,216779685.13,1875339026557.82,SYNTHETIC_MOCK_DATA,5.19340867,4.82596792,4.89677295,4.89677295,2026-09-17T12:53:49.328145+00:00
EQUITY,TEF,BME,ES,EUR,TEF,25.74566509,0.27066212,1.0513,208889905.47,6554186620742.44,SYNTHETIC_MOCK_DATA,26.93198437,24.79358004,25.47500297,25.47500297,2026-09-17T12:53:49.328161+00:00
EQUITY,CABK,BME,ES,EUR,CABK,3.04050331,0.04491764,1.4773,23464932.76,772195992989.01,SYNTHETIC_MOCK_DATA,3.09578202,3.00115121,2.99558567,2.99558567,2026-09-17T12:53:49.328176+00:00
EQUITY,REP,BME,ES,EUR,REP,14.80814283,0.56148711,3.7917,102301527.78,1760733392343.24,SYNTHETIC_MOCK_DATA,15.56991358,14.4238429,14.24665572,14.24665572,2026-09-17T12:53:49.328191+00:00
EQUITY,FER,BME,ES,EUR,FER,31.54018762,1.05637204,3.3493,51229620.03,8719722626416.7,SYNTHETIC_MOCK_DATA,33.40867121,30.96940715,30.48381558,30.48381558,2026-09-17T12:53:49.328205+00:00
EQUITY,AENA,BME,ES,EUR,AENA,3.33531235,-0.1418833,-4.254,86822608.43,1310019515518.84,SYNTHETIC_MOCK_DATA,3.48738994,3.23845034,3.47719565,3.47719565,2026-09-17T12:53:49.328220+00:00
EQUITY,AMS,BME,ES,EUR,AMS,2.94544072,0.08755564,2.9726,269006870.6,184172214361.66,SYNTHETIC_MOCK_DATA,3.05754322,2.88200267,2.85788507,2.85788507,2026-09-17T12:53:49.328234+00:00
EQUITY,ACS,BME,ES,EUR,ACS,2.13103001,0.03486579,1.6361,9551819.49,146955788171.9,SYNTHETIC_MOCK_DATA,2.1857017,2.1010752,2.09616423,2.09616423,2026-09-17T12:53:49.328249+00:00
EQUITY,ENG,BME,ES,EUR,ENG,2.89652896,0.07641129,2.638,261337661.59,58909177111.05,SYNTHETIC_MOCK_DATA,2.93390624,2.86232758,2.82011766,2.82011766,2026-09-17T12:53:49.328263+00:00
EQUITY,CLNX,BME,ES,EUR,CLNX,10.26720175,0.57924723,5.6417,289361743.27,354963728250.16,SYNTHETIC_MOCK_DATA,10.38025426,9.8191022,9.68795452,9.68795452,2026-09-17T12:53:49.328277+00:00
EQUITY,GRF,BME,ES,EUR,GRF,82.97543329,3.95834373,4.7705,166464043.12,10108486983358.23,SYNTHETIC_MOCK_DATA,86.62622456,78.56242118,79.01708956,79.01708956,2026-09-17T12:53:49.328292+00:00
EQUITY,COL,BME,ES,EUR,COL,13.3430604,-0.50182993,-3.761,137048590.12,5058650629611.1,SYNTHETIC_MOCK_DATA,13.80569314,12.89132295,13.84489033,13.84489033,2026-09-17T12:53:49.328307+00:00
EQUITY,ENI,BIT,IT,EUR,Eni,39.1861522,-0.18780944,-0.4793,156305506.25,7706477485585.23,SYNTHETIC_MOCK_DATA,39.83087934,37.5883105,39.37396164,39.37396164,2026-09-17T12:53:49.328322+00:00
EQUITY,ENEL,BIT,IT,EUR,Enel,12.10171364,0.46796678,3.8669,86603315.43,3161385399971.95,SYNTHETIC_MOCK_DATA,12.55492979,11.89486433,11.63374686,11.63374686,2026-09-17T12:53:49.328337+00:00
EQUITY,ISP,BIT,IT,EUR,ISP,76.56624336,-1.08665535,-1.4192,107527477.45,3677331093879.59,SYNTHETIC_MOCK_DATA,77.36361841,73.1545859,77.65289871,77.65289871,2026-09-17T12:53:49.328352+00:00
EQUITY,UCG,BIT,IT,EUR,UCG,82.11689092,4.1249008,5.0232,217737955.1,11245410514796.84,SYNTHETIC_MOCK_DATA,85.33062055,79.83850855,77.99199012,77.99199012,2026-09-17T12:53:49.328367+00:00
EQUITY,STLAM,BIT,IT,EUR,STLAM,23.3802343,-0.92477207,-3.9554,218460044.19,973062939286.57,SYNTHETIC_MOCK_DATA,24.71955603,22.25092083,24.30500637,24.30500637,2026-09-17T12:53:49.328403+00:00
EQUITY,RACE,BIT,IT,EUR,RACE,18.24544942,-0.90702423,-4.9712,184372804.24,6087515573336.56,SYNTHETIC_MOCK_DATA,19.19024311,17.19015459,19.15247366,19.15247366,2026-09-17T12:53:49.328419+00:00
EQUITY,STM,BIT,IT,EUR,STM,11.71945346,0.61677001,5.2628,230282714.1,4382760525522.84,SYNTHETIC_MOCK_DATA,12.17899137,11.27573572,11.10268345,11.10268345,2026-09-17T12:53:49.328434+00:00
EQUITY,G,BIT,IT,EUR,G,14.31509442,0.32710443,2.285,120161187.72,5230956942612.6,SYNTHETIC_MOCK_DATA,14.44838692,13.743015,13.98799,13.98799,2026-09-17T12:53:49.328450+00:00
EQUITY,MONC,BIT,IT,EUR,MONC,13.16478563,0.64898526,4.9297,296889778.99,2426256164180.55,SYNTHETIC_MOCK_DATA,13.69561885,12.5414484,12.51580038,12.51580038,2026-09-17T12:53:49.328465+00:00
EQUITY,PRY,BIT,IT,EUR,PRY,9.40641386,-0.14685555,-1.5612,142595836.81,1455692169865.46,SYNTHETIC_MOCK_DATA,9.94041866,9.29210791,9.55326941,9.55326941,2026-09-17T12:53:49.328479+00:00
EQUITY,LDO,BIT,IT,EUR,LDO,10.42576236,-0.09839609,-0.9438,161139811.32,2333880186901.48,SYNTHETIC_MOCK_DATA,10.96512945,9.88759298,10.52415846,10.52415846,2026-09-17T12:53:49.328494+00:00
EQUITY,TEN,BIT,IT,EUR,TEN,5.12810596,-0.09153673,-1.785,239995339.09,2033770749729.95,SYNTHETIC_MOCK_DATA,5.19847006,5.02868025,5.21964269,5.21964269,2026-09-17T12:53:49.328508+00:00
EQUITY,SRG,BIT,IT,EUR,SRG,41.17958842,2.17907487,5.2916,118774179.2,360944944787.17,SYNTHETIC_MOCK_DATA,42.99306497,40.0051209,39.00051355,39.00051355,2026-09-17T12:53:49.328522+00:00
EQUITY,TRN,BIT,IT,EUR,TRN,82.36227823,2.53323396,3.0757,30667802.86,12729269988789.22,SYNTHETIC_MOCK_DATA,87.26869929,79.96817048,79.82904427,79.82904427,2026-09-17T12:53:49.328537+00:00
EQUITY,BAMI,BIT,IT,EUR,BAMI,65.0335866,1.54476089,2.3753,278051871.15,11002841937064.03,SYNTHETIC_MOCK_DATA,65.8087869,63.4400688,63.48882571,63.48882571,2026-09-17T12:53:49.328553+00:00
EQUITY,7203,JPX,JP,JPY,Toyota Motor,10056.58531727,17.22587135,0.1713,137918456.75,1319709149471594.5,SYNTHETIC_MOCK_DATA,10402.44988745,9856.10026417,10039.35944592,10039.35944592,2026-09-17T12:53:49.328569+00:00
EQUITY,6758,JPX,JP,JPY,Sony Group,7716.13711389,283.30218933,3.6716,297377733.35,1175282704139438.2,SYNTHETIC_MOCK_DATA,8123.8233043,7624.08163906,7432.83492456,7432.83492456,2026-09-17T12:53:49.328586+00:00
EQUITY,9984,JPX,JP,JPY,SoftBank Group,592.04662377,-30.09407416,-5.0831,148422492.93,7875584508414.6,SYNTHETIC_MOCK_DATA,614.48296547,587.56826724,622.14069793,622.14069793,2026-09-17T12:53:49.328602+00:00
EQUITY,8306,JPX,JP,JPY,8306,2253.98274074,-53.40090618,-2.3692,55577473.76,497632282509741.56,SYNTHETIC_MOCK_DATA,2267.85088349,2155.45070232,2307.38364692,2307.38364692,2026-09-17T12:53:49.328617+00:00
EQUITY,6861,JPX,JP,JPY,6861,615.88145233,0.35015325,0.0569,86025737.42,114029556958236.4,SYNTHETIC_MOCK_DATA,648.09884357,589.74765653,615.53129908,615.53129908,2026-09-17T12:53:49.328633+00:00
EQUITY,8035,JPX,JP,JPY,8035,5117.50207252,-92.65128439,-1.8105,17646011.54,331790581461963.7,SYNTHETIC_MOCK_DATA,5342.35738946,4955.58553617,5210.15335691,5210.15335691,2026-09-17T12:53:49.328648+00:00
EQUITY,6501,JPX,JP,JPY,6501,11058.85957244,-209.39218149,-1.8934,83236212.47,3440986739350928.0,SYNTHETIC_MOCK_DATA,11267.21691073,10959.58319639,11268.25175393,11268.25175393,2026-09-17T12:53:49.328664+00:00
EQUITY,9432,JPX,JP,JPY,9432,4304.01721169,245.49398253,5.7038,291401545.16,372886938496023.1,SYNTHETIC_MOCK_DATA,4327.600196,4047.66324827,4058.52322916,4058.52322916,2026-09-17T12:53:49.328679+00:00
EQUITY,7267,JPX,JP,JPY,7267,2792.56315115,-140.27346954,-5.0231,255104475.36,625919008778880.4,SYNTHETIC_MOCK_DATA,2857.01025876,2760.49943856,2932.83662069,2932.83662069,2026-09-17T12:53:49.328695+00:00
EQUITY,4502,JPX,JP,JPY,4502,2062.02184215,14.87812521,0.7215,180918789.83,590042115949718.6,SYNTHETIC_MOCK_DATA,2149.48375907,1953.20902985,2047.14371695,2047.14371695,2026-09-17T12:53:49.328710+00:00
